ID,Nome,Matricula,Turma,Curso,Semestre,Age,GPA,Attendance_Rate,Study_Hours_per_Day,Travel_Time_Minutes,Stress_Index,Gender_Male,Dropout,Nivel_Risco,Probabilidade_Risco,Recomendacoes,Data_Referencia
138,Thiago Costa Araújo,202423934,3B,Redes de Computadores,2024.1,16,5.44,77.4,3.8,41.9,10,1,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2025-03-17
139,João Batista Batista,202423994,2A,Logística,2024.2,30,8.02,86.0,0.48,20.7,5,1,0,BAIXO,20,Orientacao para rotina de estudos,2025-01-13
140,Vinicius Nascimento Teixeira,202424000,2B,Eletrotécnica,2024.2,23,3.66,75.4,0.03,51.5,1,1,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos,2026-06-19
141,Henrique Batista Rodrigues,202424029,3A,Enfermagem,2024.1,19,6.26,71.4,1.55,23.3,5,1,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos,2025-07-11
142,Carla Santos Cardoso,202424192,1A,Informática,2024.1,27,5.97,70.8,4.44,19.1,4,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2025-08-20
143,Mateus Pereira Barbosa,202424382,4A,Pedagogia,2024.2,28,4.8,88.0,0.42,27.9,5,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos,2024-02-13
144,Daniel Mendes Costa,202424492,3A,Edificações,2024.1,20,10.0,83.9,0.0,32.9,5,1,0,BAIXO,20,Orientacao para rotina de estudos,2026-01-23
145,Samuel Mendes Araújo,202424505,3B,Informática,2024.2,29,7.56,57.5,2.05,33.4,6,1,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2024-09-30
146,Paulo Almeida Costa,202424507,4A,Redes de Computadores,2024.1,19,7.19,60.9,3.92,40.1,6,1,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2025-09-22
147,Isabela Gomes Oliveira,202424605,4B,Redes de Computadores,2024.1,25,4.14,54.3,3.82,63.8,5,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2025-01-31
148,Rafael Silva Monteiro,202424736,4B,Logística,2024.1,24,5.35,86.1,3.21,34.9,7,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2025-02-01
149,Gustavo Mendes Almeida,202424828,5B,Eletrotécnica,2024.2,24,3.81,89.1,1.17,63.3,4,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos,2025-07-24
150,Thiago Ribeiro Oliveira,202424841,1B,Redes de Computadores,2024.2,27,4.16,80.7,1.13,38.1,7,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2025-06-24
151,Samuel Teixeira Batista,202424920,3B,Pedagogia,2024.1,32,5.83,73.4,3.49,31.6,5,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2025-11-30
152,Carla Santos Gomes,202425176,1A,Administração,2024.1,17,8.57,80.9,3.74,18.7,2,0,0,BAIXO,20,Manter acompanhamento preventivo,2026-06-28
153,Lucas Barbosa Ribeiro,202425294,3A,Agropecuária,2024.1,22,10.0,80.5,2.05,14.3,5,1,0,BAIXO,20,Manter acompanhamento preventivo,2024-09-29
154,Beatriz Silva Mendes,202425533,5A,Informática,2024.1,19,8.22,90.5,4.92,28.2,9,0,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2024-03-20
155,Ana Almeida Barbosa,202425627,1B,Administração,2024.1,20,9.5,100.0,3.83,63.6,6,0,0,BAIXO,20,Manter acompanhamento preventivo,2026-11-17
156,Thiago Mendes Rodrigues,202425679,3A,Informática,2024.1,34,5.13,74.2,3.2,33.4,5,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2026-06-26
157,Thiago Batista Almeida,202425917,5A,Administração,2024.1,17,4.76,88.8,1.86,55.4,5,1,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos,2025-04-16
158,Bruno Cardoso Oliveira,202425923,3B,Edificações,2024.2,21,7.39,69.3,5.16,35.0,6,1,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2026-10-14
159,Carla Teixeira Rodrigues,202425976,1B,Edificações,2024.1,17,7.97,73.5,5.17,23.0,6,0,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2024-05-19
160,Rafaela Almeida Souza,202425985,4A,Logística,2024.1,22,6.1,86.8,4.98,53.4,6,0,0,BAIXO,20,Manter acompanhamento preventivo,2026-02-27
161,Natália Lima Ribeiro,202426004,3A,Enfermagem,2024.1,24,6.08,98.8,1.21,57.4,7,0,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2026-08-26
162,Eduarda Santos Gomes,202426044,3A,Informática,2024.1,18,8.39,60.6,0.71,41.3,4,0,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos,2025-06-01
163,Bruno Batista Ribeiro,202426077,4A,Edificações,2024.1,25,6.69,92.3,3.48,10.9,3,1,0,BAIXO,20,Manter acompanhamento preventivo,2024-02-22
164,Carla Nascimento Gomes,202426143,5A,Contabilidade,2024.2,16,5.88,100.0,3.26,43.4,7,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2024-03-17
165,Diego Teixeira Santos,202426172,4B,Contabilidade,2024.1,19,6.3,69.3,2.59,63.1,5,1,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia,2026-02-04
166,Diego Batista Ribeiro,202426299,5A,Agropecuária,2024.1,26,6.36,79.8,2.49,26.7,6,1,0,BAIXO,20,Manter acompanhamento preventivo,2024-09-04
167,Jéssica Costa Mendes,202426346,1A,Logística,2024.1,33,5.56,81.4,3.58,27.4,2,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2026-01-14
168,João Rodrigues Silva,202426395,3A,Eletrotécnica,2024.1,27,7.28,56.7,0.0,53.2,5,1,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos,2024-08-17
169,Maria Cardoso Oliveira,202426451,4A,Administração,2024.1,26,5.11,57.4,0.05,11.5,8,0,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2024-07-15
170,Mateus Mendes Barbosa,202426581,5B,Informática,2024.2,28,4.29,90.6,3.6,39.3,5,1,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico,2024-06-27
171,Isabela Nascimento Souza,202426669,3A,Administração,2024.1,27,8.35,81.3,3.83,40.3,5,0,0,BAIXO,20,Manter acompanhamento preventivo,2024-01-07
172,Gabriela Ribeiro Rodrigues,202426706,1A,Agropecuária,2024.2,31,5.61,73.7,4.12,47.5,7,0,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial,2026-06-29
173,Aline Pereira Rodrigues,202426854,3A,Informática,2024.2,31,6.73,98.6,0.79,40.3,4,0,0,BAIXO,20,Orientacao para rotina de estudos,2025-04-02
174,Felipe Oliveira Almeida,202427284,4B,Eletrotécnica,2024.2,21,8.32,97.7,2.08,50.3,8,1,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2025-07-28
175,Vitória Ribeiro Mendes,202427480,4A,Edificações,2024.1,23,6.02,79.7,1.6,7.9,4,0,0,BAIXO,20,Orientacao para rotina de estudos,2026-04-19
176,Juliana Pereira Silva,202427494,3B,Contabilidade,2024.2,27,6.55,88.7,3.7,13.0,5,0,0,BAIXO,20,Manter acompanhamento preventivo,2025-10-20
177,Amanda Teixeira Oliveira,202427495,2A,Redes de Computadores,2024.1,16,7.07,78.7,4.87,11.3,4,0,0,BAIXO,20,Manter acompanhamento preventivo,2026-01-21
178,Maria Monteiro Cardoso,202427534,2B,Eletrotécnica,2024.2,19,8.54,91.5,0.72,48.1,6,0,0,BAIXO,20,Orientacao para rotina de estudos,2025-04-10
179,Carlos Nascimento Batista,202427619,2A,Logística,2024.1,23,6.87,76.4,0.0,12.0,7,1,1,MEDIO,65,Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2024-09-30
180,Carlos Rodrigues Nascimento,202427826,2B,Contabilidade,2024.2,29,3.08,95.0,2.62,30.0,2,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2026-06-08
181,Patrícia Batista Pereira,202427863,1B,Informática,2024.1,34,5.63,77.3,0.1,54.0,9,0,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2025-03-10
182,Gustavo Pereira Batista,202427961,1A,Informática,2024.1,32,8.77,57.6,2.29,17.8,3,1,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2026-11-29
183,Larissa Ribeiro Barbosa,202428275,4A,Eletrotécnica,2024.1,20,5.38,71.6,5.77,55.6,1,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2026-02-20
184,Leonardo Araújo Teixeira,202428367,2B,Pedagogia,2024.1,23,9.72,74.2,3.6,67.3,5,1,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2025-04-24
185,Camila Oliveira Nascimento,202428542,2A,Eletrotécnica,2024.1,23,6.37,68.8,0.15,35.1,6,0,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos,2026-12-02
186,Henrique Lima Rodrigues,202428630,1A,Redes de Computadores,2024.2,25,8.64,95.2,3.48,57.3,4,1,0,BAIXO,20,Manter acompanhamento preventivo,2024-04-09
187,Isabela Oliveira Lima,202428764,5B,Logística,2024.2,28,8.04,79.1,2.84,66.9,5,0,0,BAIXO,20,Manter acompanhamento preventivo,2024-09-18
188,Carla Nascimento Costa,202428927,3B,Pedagogia,2024.2,30,8.43,98.3,2.72,34.0,6,0,0,BAIXO,20,Manter acompanhamento preventivo,2024-12-23
189,Felipe Araújo Barbosa,202428939,3B,Agropecuária,2024.1,30,6.58,35.4,3.15,32.6,3,1,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia,2025-01-09
190,Luana Lima Lima,202428953,2A,Contabilidade,2024.2,26,7.47,98.8,0.88,25.2,5,0,0,BAIXO,20,Orientacao para rotina de estudos,2024-04-15
191,Henrique Pereira Costa,202428966,4A,Agropecuária,2024.1,25,6.4,85.4,0.88,66.7,5,1,0,BAIXO,20,Orientacao para rotina de estudos,2025-09-09
192,Larissa Nascimento Pereira,202429192,4B,Informática,2024.1,17,7.68,94.4,3.1,30.5,5,0,0,BAIXO,20,Manter acompanhamento preventivo,2024-04-08
193,Beatriz Teixeira Almeida,202429617,2A,Administração,2024.1,31,7.37,68.1,1.45,42.3,7,0,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2024-05-30
194,Marcos Mendes Teixeira,202429762,4A,Logística,2024.1,32,6.7,81.9,2.34,40.8,7,1,1,MEDIO,65,Encaminhamento para apoio psicologico ou psicossocial,2025-02-14
195,Felipe Gomes Barbosa,202429956,4A,Enfermagem,2024.2,32,6.44,94.3,3.91,37.6,2,1,0,BAIXO,20,Manter acompanhamento preventivo,2025-07-30
196,Vinicius Nascimento Araújo,202430257,3A,Pedagogia,2024.1,26,8.66,58.8,3.31,42.1,1,1,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2026-08-09
197,Maria Monteiro Barbosa,202430280,4B,Enfermagem,2024.2,26,6.48,86.3,1.88,33.8,4,0,0,BAIXO,20,Orientacao para rotina de estudos,2024-01-09
198,Isabela Ribeiro Barbosa,202430398,4B,Administração,2024.1,29,3.98,78.9,2.53,47.7,6,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2025-04-08
199,Aline Teixeira Almeida,202430439,1A,Informática,2024.1,20,8.99,64.6,4.7,35.4,6,0,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2026-02-01
200,Luana Gomes Gomes,202430526,4A,Logística,2024.1,31,6.21,78.2,2.82,49.8,5,0,0,BAIXO,20,Manter acompanhamento preventivo,2025-05-26
201,Aline Souza Nascimento,202430571,4B,Eletrotécnica,2024.1,32,5.24,84.6,1.7,41.7,7,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2025-04-16
202,João Batista Gomes,202430643,3A,Administração,2024.2,30,8.46,89.3,1.25,32.0,4,1,0,BAIXO,20,Orientacao para rotina de estudos,2024-08-22
203,Thiago Araújo Souza,202430669,1B,Edificações,2024.2,20,7.83,70.7,4.05,26.6,6,1,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2024-07-06
204,Vitória Lima Lima,202430731,1A,Contabilidade,2024.2,30,6.57,66.5,4.39,7.7,2,0,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia,2024-02-15
205,André Gomes Araújo,202430768,1A,Contabilidade,2024.1,21,4.89,100.0,3.64,55.4,5,1,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico,2024-12-05
206,Luana Pereira Lima,202430769,4B,Logística,2024.1,24,3.27,100.0,3.1,25.6,6,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2025-02-16
207,Vinicius Nascimento Rodrigues,202430803,2A,Pedagogia,2024.1,26,6.9,85.4,0.42,5.5,6,1,0,BAIXO,20,Orientacao para rotina de estudos,2025-01-08
208,Gustavo Mendes Nascimento,202431071,2A,Informática,2024.1,29,8.32,73.4,0.42,5.0,4,1,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos,2026-05-30
209,Bruno Teixeira Pereira,202431499,5B,Eletrotécnica,2024.1,34,5.59,94.6,1.64,71.2,10,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2026-12-09
210,Marcos Mendes Costa,202431527,3B,Agropecuária,2024.2,30,6.73,84.0,2.08,21.3,2,1,0,BAIXO,20,Manter acompanhamento preventivo,2024-01-21
211,Samuel Souza Ribeiro,202431724,4A,Logística,2024.1,26,8.02,93.2,2.39,49.1,8,1,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2025-04-07
212,Pedro Pereira Almeida,202431749,1A,Eletrotécnica,2024.1,26,9.09,79.9,2.68,70.0,7,1,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2025-05-26
213,Juliana Mendes Mendes,202431804,3A,Redes de Computadores,2024.1,33,10.0,100.0,2.53,5.9,1,0,0,BAIXO,20,Manter acompanhamento preventivo,2026-06-26
214,Vitória Gomes Gomes,202431996,5A,Logística,2024.1,19,5.3,96.5,2.8,44.1,4,0,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico,2024-05-28
215,Marcos Barbosa Nascimento,202432009,1A,Informática,2024.1,34,10.0,80.6,2.38,25.5,5,1,0,BAIXO,20,Manter acompanhamento preventivo,2024-12-26
216,Bruno Barbosa Rodrigues,202432329,3A,Logística,2024.1,29,9.1,77.1,3.73,31.0,6,1,0,BAIXO,20,Manter acompanhamento preventivo,2024-09-10
217,Camila Costa Teixeira,202432514,3A,Logística,2024.1,19,7.57,100.0,2.5,5.0,2,0,0,BAIXO,20,Manter acompanhamento preventivo,2025-11-24
218,João Mendes Barbosa,202432741,5A,Logística,2024.1,17,5.64,72.9,2.99,28.1,8,1,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial,2025-06-20
219,Fernanda Silva Almeida,202432746,5B,Redes de Computadores,2024.2,23,5.62,90.3,2.8,48.5,6,0,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico,2025-07-26
220,Maria Gomes Nascimento,202432936,2A,Pedagogia,2024.2,20,9.1,72.0,3.26,33.9,3,0,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2025-08-04
221,Samuel Barbosa Oliveira,202432944,2B,Enfermagem,2024.2,25,9.0,100.0,1.6,40.0,7,1,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2024-07-04
222,Jéssica Ribeiro Costa,202433230,5B,Informática,2024.1,21,7.93,80.0,4.43,47.6,1,0,0,BAIXO,20,Manter acompanhamento preventivo,2024-09-11
223,Henrique Costa Silva,202433464,2B,Agropecuária,2024.1,20,3.85,93.4,0.87,30.1,5,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos,2026-03-13
224,Juliana Oliveira Lima,202433506,1A,Contabilidade,2024.1,22,4.93,77.5,0.0,40.5,8,0,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2024-04-01
225,Vinicius Lima Silva,202433655,2B,Agropecuária,2024.1,21,9.2,77.0,4.91,45.8,5,1,0,BAIXO,20,Manter acompanhamento preventivo,2026-10-13
226,Felipe Lima Oliveira,202433706,3B,Eletrotécnica,2024.2,24,7.28,97.5,2.38,20.1,5,1,0,BAIXO,20,Manter acompanhamento preventivo,2025-10-11
227,Beatriz Mendes Batista,202433744,3B,Contabilidade,2024.2,28,8.93,75.5,1.03,29.3,5,0,0,BAIXO,20,Orientacao para rotina de estudos,2025-04-10
228,Diego Barbosa Barbosa,202433863,1B,Pedagogia,2024.1,29,5.99,80.9,2.34,12.7,4,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2024-01-31
229,Gabriel Gomes Costa,202434060,2A,Pedagogia,2024.2,21,5.64,83.1,3.06,49.1,6,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2024-01-18
230,Jéssica Batista Mendes,202434063,4B,Enfermagem,2024.1,18,6.99,70.2,2.18,26.7,3,0,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia,2024-09-07
231,Fernanda Ribeiro Pereira,202434091,1A,Informática,2024.1,17,7.52,80.5,1.81,49.7,7,0,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2026-05-31
232,Daniel Mendes Monteiro,202434092,2B,Eletrotécnica,2024.2,24,6.7,70.4,2.55,39.5,6,1,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia,2026-02-14
233,Larissa Silva Araújo,202434403,3A,Agropecuária,2024.2,17,8.81,71.0,3.56,40.1,4,0,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2026-03-06
234,Amanda Oliveira Monteiro,202434558,4A,Edificações,2024.2,34,6.52,88.8,3.89,19.5,9,0,1,MEDIO,65,Encaminhamento para apoio psicologico ou psicossocial,2025-06-18
235,Mateus Santos Oliveira,202434678,5B,Contabilidade,2024.1,17,5.44,81.9,2.48,30.9,3,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2026-06-27
236,Vinicius Silva Araújo,202434696,2B,Edificações,2024.1,23,5.95,63.3,0.09,17.6,7,1,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2026-01-30
237,André Rodrigues Silva,202434760,1B,Edificações,2024.1,17,8.09,93.8,3.6,29.0,7,1,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2024-10-04
238,Isabela Silva Batista,202434851,4B,Administração,2024.1,18,9.75,64.9,2.24,11.4,4,0,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2025-05-23
239,Juliana Cardoso Oliveira,202434943,5A,Informática,2024.2,25,7.07,81.4,2.19,24.2,5,0,0,BAIXO,20,Manter acompanhamento preventivo,2024-01-16
240,Beatriz Batista Pereira,202434959,1B,Pedagogia,2024.2,21,7.06,86.6,3.01,32.6,7,0,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2024-09-15
241,Luana Ferreira Pereira,202435099,1B,Administração,2024.1,27,8.3,74.2,3.36,27.1,7,0,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial,2026-12-24
242,Gabriel Batista Barbosa,202435153,5A,Informática,2024.2,29,6.37,77.0,4.45,26.7,6,1,0,BAIXO,20,Manter acompanhamento preventivo,2026-12-21
243,Carla Oliveira Barbosa,202435156,2A,Pedagogia,2024.2,19,5.01,80.0,1.11,48.8,9,0,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2025-07-01
244,Daniel Rodrigues Batista,202435162,5B,Contabilidade,2024.2,24,8.48,73.3,2.26,45.7,6,1,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2025-07-16
245,Gabriela Costa Costa,202435311,2A,Eletrotécnica,2024.2,30,6.79,84.4,0.16,31.3,4,0,1,MEDIO,65,Orientacao para rotina de estudos,2026-10-16
246,Isabela Costa Costa,202435391,3A,Agropecuária,2024.1,30,5.8,62.8,3.25,36.9,7,0,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial,2026-08-29
247,Patrícia Rodrigues Souza,202435408,3B,Agropecuária,2024.1,22,7.9,97.3,5.35,37.6,4,0,0,BAIXO,20,Manter acompanhamento preventivo,2024-06-01
248,Juliana Lima Silva,202435539,2B,Enfermagem,2024.1,27,8.7,64.2,2.13,22.5,8,0,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial,2025-03-20
249,Beatriz Ferreira Souza,202435554,2A,Eletrotécnica,2024.2,23,6.41,92.7,2.58,41.7,7,0,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2024-06-02
250,Eduarda Araújo Costa,202435794,5A,Enfermagem,2024.2,21,7.18,100.0,4.29,50.5,3,0,0,BAIXO,20,Manter acompanhamento preventivo,2025-02-07
251,Larissa Souza Almeida,202435938,4A,Informática,2024.1,34,8.11,69.2,2.77,33.5,5,0,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2024-01-30
252,Fernanda Santos Gomes,202435952,3A,Administração,2024.1,24,4.64,88.8,3.04,40.8,7,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2026-11-22
253,Henrique Monteiro Ribeiro,202436144,2B,Logística,2024.1,17,7.36,76.5,2.84,61.0,6,1,0,BAIXO,20,Manter acompanhamento preventivo,2025-10-08
254,Larissa Silva Pereira,202436350,2A,Edificações,2024.2,30,5.76,62.9,1.7,73.1,7,0,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2024-01-20
255,Samuel Lima Cardoso,202436380,5A,Pedagogia,2024.1,28,6.37,83.5,4.58,54.9,8,1,1,MEDIO,65,Encaminhamento para apoio psicologico ou psicossocial,2026-04-02
256,Aline Cardoso Nascimento,202436417,2B,Redes de Computadores,2024.2,31,6.73,78.5,3.52,39.5,4,0,0,BAIXO,20,Manter acompanhamento preventivo,2026-10-04
